label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
07_ok,0.0,0.0,-0.1075463255997931,-0.0891334693304013,-0.2078919374153906,-0.2057341396654692,-0.3176108052964875,-0.2750687095162408,-0.4006208277986466,-0.3411878835796996,-0.0466386992013674,-0.468492339314097,-0.1899018913196909,-0.5664156107196351,-0.2923392224804916,-0.5049389885606486,-0.3509406896501176,-0.4271762727908941,0.0495815931446117,-0.4811560308110889,0.0175564137222744,-0.7184578972339948,-0.0082311131714645,-0.8696373853061555,-0.035558599004976,-1.0,0.1411915711440531,-0.432303819572286,0.1832768154927175,-0.6701860765586458,0.2023767382943594,-0.8129685683237536,0.212307223125472,-0.941291799601262,0.2121268531299233,-0.3390993708121952,0.2770765424984349,-0.5113024420036026,0.3043142441563844,-0.6342423446679366,0.3207707444677087,-0.7500966267833296
05_thumb,0.0,0.0,-0.0746997711441657,-0.281363269878043,0.0143237618907769,-0.6411944283036728,0.1543220224687944,-0.851279210420062,0.3019867644272239,-1.0,0.4501964412434598,-0.3877940473954677,0.1284027442532901,-0.3014048563485331,-0.0024297288224323,-0.2781770605533126,0.045853936450596,-0.3179186513513502,0.5221910750846288,-0.1363702632787432,0.1048497521743825,-0.0538758649317823,0.0084738000614259,-0.1094401035922425,0.1063089339486013,-0.203422669878295,0.4939422738782934,0.0899487038575253,0.0906236752137829,0.1384008493757197,0.0180931397449099,0.0598054452311057,0.0940119768026651,0.0095729130822599,0.410011381869929,0.2658025856885905,0.1399600269064212,0.2962825947302236,0.0717969531545089,0.2250276353818598,0.1097545860448779,0.196159532725712
05_thumb,0.0,0.0,-0.1133671454917233,-0.2534031341276453,-0.0369605030733361,-0.5483011705901256,0.0516235823046236,-0.754025630581488,0.1631181213246358,-1.0,0.3968285686214712,-0.3705673033034016,-0.0180760637960358,-0.204399896020321,-0.0772209025763624,-0.2818220289546562,0.0101316223081441,-0.3663313594933651,0.4792562587374658,-0.1216679937039076,-0.0174293889965753,0.0527648258033351,0.0017271526147412,-0.0562099202344864,0.1397642700851691,-0.1585894788120935,0.4636523987989121,0.1041068391201026,0.0153784512349636,0.2164402004269716,0.0409601643206424,0.1243601053715329,0.1778836706873507,0.0433255485030405,0.3974131984599547,0.2780535331598974,0.0624261856856009,0.3604118864329034,0.0734846445757608,0.2912431405137988,0.1955694269041278,0.2329057817204543
09_c,0.0,0.0,0.0844376247910649,-0.1479643813833046,0.2313355196760933,-0.2758061478002074,0.423502011527869,-0.3111291323563527,0.5787767947607084,-0.3360088273258477,0.1458978810055855,-0.6329983761051506,0.2805983725361509,-0.9363819860690046,0.4357393182814076,-0.9960732081143192,0.5656991868629089,-1.0,0.2263559224575339,-0.5421153857592947,0.4877746394814639,-0.6027013361938205,0.4387091225614313,-0.4855493186184799,0.3477005232550069,-0.4415235266475394,0.2929890471365718,-0.409600212553758,0.5335627241777916,-0.4362366484713776,0.4460137743559443,-0.339734664702395,0.3463778123221697,-0.3251886117186121,0.3240861378070082,-0.2764376624638391,0.4952114434026051,-0.2607794695276825,0.5755206773961372,-0.2283069260404129,0.624478331215066,-0.2527036163880534
10_down,0.0,0.0,-0.1843996774445761,0.1632377267201295,-0.1845223220924403,0.2898388142715444,0.0311337271248568,0.3721299236077149,0.274556907883138,0.3929116759237825,-0.2261689951264083,-0.1994018007300422,-0.159310798401327,0.3404853048715987,-0.0776697056988368,0.6510997392268175,-0.0127983522691559,0.8535477263981873,0.0460112894398359,-0.3131596940629259,0.0669333165718981,0.3167803940265924,0.1017498325134027,0.7165318086559527,0.0982889538564843,1.0,0.3204378873846182,-0.3235925376864007,0.3371792650826088,0.3005640887272705,0.3014613109793022,0.4572322782316481,0.2426167921985739,0.5136400011651242,0.5560394057253588,-0.2658981957439241,0.5688166784456631,0.2332126305590603,0.4657223539800488,0.3278513730834857,0.3679810851291831,0.3105994870387603
09_c,0.0,0.0,-0.0994394990812215,-0.1738247368822048,-0.1975019451035456,-0.3582040073541905,-0.3263182788808372,-0.4584472084581315,-0.4555004991928799,-0.5257441748693912,0.126189539925176,-0.5957534374559424,0.0598799618717102,-0.7681073956735428,-0.0074324603476784,-0.8903900837912859,-0.0723588426492721,-1.0,0.2725346425591727,-0.5197241376030598,-0.0057572885281344,-0.5075877614966692,-0.0685883189955945,-0.3526446720609418,-0.0077320652437217,-0.2951294488330023,0.340378506796543,-0.3748828058394817,0.0291203277265407,-0.3363475131456107,-0.0215059644062646,-0.2184066191281675,0.0451497841190184,-0.1872897180335496,0.366803381215625,-0.2159019856056888,0.1126060642448406,-0.1984264203961977,0.0486758880377296,-0.1280105511650162,0.0896310054607549,-0.0957091010832639
06_index,0.0,0.0,-0.1207298495396864,-0.1200292845098145,-0.1826533857642648,-0.2845096430564592,-0.1672130079460808,-0.408602924850427,-0.1501957587182711,-0.5195049751947515,0.1289000220319643,-0.5497297440948763,0.2057562578922868,-0.7330200850931043,0.2769997436748116,-0.8834781699238827,0.3341717481635028,-1.0,0.2938990318794808,-0.4667885711542435,0.150332579788716,-0.4111922378903494,0.0117452659138077,-0.2708323367512882,-0.0047773357096992,-0.2183372810841441,0.3783668399219194,-0.3213770920721791,0.2172639729375466,-0.2319574928824753,0.0960374183338519,-0.1456727764647184,0.0948770110597032,-0.1206941869047833,0.4275811046329706,-0.1624367866937222,0.2993559293845538,-0.0930414140920559,0.1768033420003823,-0.0405871647090794,0.1571815202398312,-0.0189963540099461
06_index,0.0,0.0,-0.0916218905454188,-0.1006069480328788,-0.1272369366570063,-0.2635792061806435,-0.0632799591833101,-0.3974574294681075,0.0446248075593934,-0.4868957772820712,-0.0012137848284126,-0.5396685349596727,0.0128315058273537,-0.7497639914332414,0.0298716765989256,-0.8905755920793078,0.0456953743062498,-1.0,0.1449942638609148,-0.5090317308234233,0.1626041552339396,-0.501088550117615,0.0862710498135663,-0.3071126826887994,0.0118071952764174,-0.1676661960091007,0.2593596028975104,-0.4277568136581661,0.2425047350029812,-0.3474075765980357,0.1296868928294925,-0.1664948667673241,0.0398181491885607,-0.0576025904952879,0.3462556211938289,-0.3256879288199645,0.3225844068973087,-0.2360364687927336,0.2108608621042547,-0.1069181841912451,0.1238097604095908,-0.0316142096067537
07_ok,0.0,0.0,-0.1587793264530748,-0.1595183230950728,-0.2390128631462839,-0.2889062745045859,-0.3005576935410975,-0.3696363876384982,-0.2919291639650108,-0.4624380998741328,0.0156032495519748,-0.5038136891241612,-0.0666904477171463,-0.6413647651843029,-0.1585594065541513,-0.6119243529369024,-0.226305798694205,-0.5471414973001879,0.1074405136108888,-0.480281362917319,0.1120236981257771,-0.7131126230583398,0.1114978937175418,-0.857790464327004,0.1199677251476685,-1.0,0.1898920867557837,-0.4144654369192437,0.254393651236941,-0.6273791453443286,0.2969401532322917,-0.763186485346622,0.3321946137116692,-0.8795442948726668,0.2500087085887915,-0.3294802998266205,0.3517643451387909,-0.4602476468496064,0.4215109468829904,-0.5496583168368491,0.4826461372213456,-0.6353684719783027
06_index,0.0,0.0,-0.1146934121270791,-0.0961078362931947,-0.1819207818020311,-0.2463402558745139,-0.1154774224893293,-0.3787697231734167,-0.0092026782353981,-0.4676451431211841,-0.1544169560203337,-0.5127472675369983,-0.1461168934883752,-0.735939274065311,-0.1296233547388676,-0.875102632252715,-0.1059883348080854,-1.0,-0.032620827375275,-0.4851843372005322,-0.011148968110418,-0.5644531207436054,-0.0489682226837732,-0.3893664103994431,-0.0530232574111663,-0.3329203058617784,0.0778959729458312,-0.425956818542479,0.0868529215183307,-0.4513111536502477,0.0247510063788674,-0.302838927144688,0.0151151809091364,-0.2736486734131269,0.1720584439045275,-0.3466210718502043,0.1702363066138262,-0.3732454614801088,0.10381817404964,-0.2650376350728937,0.0860277030642642,-0.2405198770598845
